Word,Vowel,F1,F2
7,i,310,2280
7,ɪ,470,2000
7,ɪ,410,2040
7,ɛ,630,1900
7,ɛ,614,1840
7,æ,740,1800
7,æ,775,1810
7,ʌ,620,1240
7,ʌ,640,1250
7,ɑ,650,970
7,ɑ,650,980
7,ɔ,430,720
7,ɔ,510,800
7,ʊ,460,1120
7,ʊ,493,1120
7,u,380,1040
7,u,400,1000
7,ə,570,1300
7,ə,565,1370
8,i,230,2480
8,i,218,2380
8,ɪ,320,2200
8,ɪ,206,2130
8,ɛ,430,2100
8,ɛ,515,1760
8,æ,514,2060
8,æ,552,1820
8,ʌ,640,1300
8,ʌ,624,1350
8,ɑ,714,1170
8,ɑ,650,1150
8,ɔ,590,965
8,ɔ,578,970
8,ʊ,467,1110
8,ʊ,475,1220
8,u,270,910
8,u,260,975
8,ə,460,1400
8,ə,425,1410
9,i,316,2200
9,i,280,2275
9,ɪ,450,1820
9,ɪ,434,1850
9,ɛ,582,1725
9,ɛ,586,1800
9,æ,600,1750
9,æ,582,1775
9,ʌ,626,1125
9,ʌ,641,1120
9,ɑ,708,1054
9,ɑ,705,1050
9,ɔ,614,848
9,ɔ,600,860
9,ʊ,500,1000
9,ʊ,500,1000
9,u,334,1150
9,u,312,1020
9,ə,518,1305
9,ə,504,1210
10,i,260,2260
10,i,250,2200
10,ɪ,400,2040
10,ɪ,389,2000
10,ɛ,500,1870
10,ɛ,500,1775
10,æ,660,1650
10,æ,624,1700
10,ʌ,650,1220
10,ʌ,672,1260
10,ɑ,750,1080
10,ɑ,777,1026
10,ɔ,580,800
10,ɔ,585,819
10,ʊ,480,950
10,ʊ,461,993
10,u,280,950
10,u,266,920
10,ə,500,1340
10,ə,532,1275
11,i,248,2225
11,i,238,2175
11,ɪ,405,1925
11,ɪ,416,1940
11,ɛ,588,1790
11,ɛ,586,1725
11,æ,725,1700
11,æ,710,1650
11,ʌ,586,1078
11,ʌ,627,1038
11,ɑ,725,1046
11,ɑ,746,1018
11,ɔ,560,840
11,ɔ,560,924
11,ʊ,495,1080
11,ʊ,430,1030
11,u,290,760
11,u,315,850
11,ə,511,1561
11,ə,530,1450
12,i,220,2410
12,i,240,2440
12,ɪ,450,1880
12,ɪ,380,1930
12,ɛ,560,1650
12,ɛ,560,1720
12,æ,680,1720
12,æ,630,1680
12,ʌ,560,1430
12,ʌ,560,1390
12,ɑ,800,1330
12,ɑ,740,1240
12,ɔ,600,920
12,ɔ,580,910
12,ʊ,400,1200
12,ʊ,420,1230
12,u,300,900
12,u,260,1010
12,ə,400,1450
12,ə,360,1410
13,i,290,2290
13,i,260,2290
13,ɪ,390,1950
13,ɪ,400,1900
13,ɛ,490,1740
13,ɛ,500,1780
13,æ,660,1630
13,æ,670,1630
13,ʌ,600,1220
13,ʌ,600,1210
13,ɑ,680,1120
13,ɑ,670,1100
13,ɔ,510,720
13,ɔ,480,710
13,ʊ,380,910
13,ʊ,440,1030
13,u,350,720
13,u,380,740
13,ə,430,1370
13,ə,440,1360
14,i,228,2350
14,i,220,2350
14,ɪ,407,2070
14,ɪ,420,1900
14,ɛ,445,2020
14,ɛ,470,2020
14,æ,721,1680
14,æ,750,1710
14,ʌ,552,1122
14,ʌ,580,1150
14,ɑ,686,1078
14,ɑ,700,1050
14,ɔ,560,665
14,ɔ,550,650
14,ʊ,448,980
14,ʊ,410,940
14,u,232,696
14,u,222,665
14,ə,432,1300
14,ə,420,1300
15,i,230,2100
15,i,240,2000
15,ɪ,365,1900
15,ɪ,300,2040
15,ɛ,440,1980
15,ɛ,410,2050
15,æ,620,1710
15,æ,660,1800
15,ʌ,660,1000
15,ʌ,660,960
15,ɑ,600,830
15,ɑ,620,820
15,ɔ,500,620
15,ɔ,550,700
15,ʊ,390,730
15,ʊ,360,740
15,u,260,720
15,u,260,740
15,ə,450,1230
15,ə,460,1300
16,i,300,2355
16,i,300,2460
16,ɪ,385,2242
16,ɪ,407,2250
16,ɛ,504,2090
16,ɛ,543,1980
16,æ,680,1958
16,æ,708,1840
16,ʌ,675,1320
16,ʌ,704,1393
16,ɑ,825,1168
16,ɑ,840,1210
16,ɔ,671,1000
16,ɔ,690,968
16,ʊ,443,1273
16,ʊ,459,1286
16,u,395,1300
16,u,400,1320
16,ə,532,1500
16,ə,538,1460
17,i,264,2290
17,i,256,2305
17,ɪ,380,1880
17,ɪ,346,1930
17,ɛ,510,1780
17,ɛ,520,1730
17,æ,630,1770
17,æ,630,1642
17,ʌ,601,1273
17,ʌ,590,1283
17,ɑ,750,1150
17,ɑ,703,1092
17,ɔ,565,780
17,ɔ,584,849
17,ʊ,420,1100
17,ʊ,422,1200
17,u,315,1080
17,u,326,1125
17,ə,444,1300
17,ə,469,1288
18,i,210,2100
18,i,220,2080
18,ɪ,280,2000
18,ɪ,310,1950
18,ɛ,470,1910
18,ɛ,490,1930
18,æ,640,1620
18,æ,650,1580
18,ʌ,610,1100
18,ʌ,620,1120
18,ɑ,700,1100
18,ɑ,670,1100
18,ɔ,460,720
18,ɔ,470,690
18,ʊ,320,770
18,ʊ,310,790
18,u,210,670
18,u,240,730
18,ə,390,1320
18,ə,420,1240
19,i,190,2650
19,i,190,2700
19,ɪ,370,1750
19,ɪ,370,1800
19,ɛ,370,1680
19,ɛ,375,1700
19,æ,550,1570
19,æ,530,1610
19,ʌ,570,1050
19,ʌ,590,1100
19,ɑ,640,970
19,ɑ,670,980
19,ɔ,560,860
19,ɔ,570,820
19,ʊ,350,1000
19,ʊ,380,920
19,u,250,1000
19,u,210,960
19,ə,360,1300
19,ə,370,1300
20,i,250,2180
20,i,260,2210
20,ɪ,400,1900
20,ɪ,350,1980
20,ɛ,560,1670
20,ɛ,530,1700
20,æ,680,1470
20,æ,620,1580
20,ʌ,620,1100
20,ʌ,640,1110
20,ɑ,630,980
20,ɑ,670,940
20,ɔ,560,790
20,ɔ,610,840
20,ʊ,360,860
20,ʊ,400,840
20,u,280,670
20,u,250,720
20,ə,480,1410
20,ə,470,1330
21,i,280,2400
21,i,300,2320
21,ɪ,410,2060
21,ɪ,450,2050
21,ɛ,540,1900
21,ɛ,540,1920
21,æ,620,1800
21,æ,690,1820
21,ʌ,630,1200
21,ʌ,680,1290
21,ɑ,740,1110
21,ɑ,700,1060
21,ɔ,600,970
21,ɔ,650,880
21,ʊ,430,1130
21,ʊ,430,1150
21,u,280,990
21,u,290,1000
21,ə,420,1350
21,ə,450,1350
22,i,300,2300
22,i,350,2240
22,ɪ,410,2200
22,ɪ,440,2080
22,ɛ,580,1870
22,ɛ,520,1900
22,æ,760,1920
22,æ,670,1850
22,ʌ,810,1110
22,ʌ,770,1150
22,ɑ,700,1040
22,ɑ,750,1160
22,ɔ,670,920
22,ɔ,570,850
22,ʊ,550,970
22,ʊ,490,870
22,u,300,600
22,u,230,570
22,ə,560,1520
22,ə,540,1570
23,i,240,2100
23,i,240,2150
23,ɪ,380,1870
23,ɪ,430,1710
23,ɛ,580,1770
23,ɛ,570,1750
23,æ,760,1580
23,æ,715,1500
23,ʌ,620,880
23,ʌ,650,1000
23,ɑ,710,950
23,ɑ,690,960
23,ɔ,460,610
23,ɔ,470,710
23,ʊ,390,900
23,ʊ,460,920
23,u,250,690
23,u,270,650
23,ə,540,1280
23,ə,510,1280
24,i,280,2450
24,i,288,2500
24,ɪ,400,2080
24,ɪ,384,2110
24,ɛ,590,1900
24,ɛ,583,1840
24,æ,680,1850
24,æ,685,1780
24,ʌ,660,1370
24,ʌ,680,1300
24,ɑ,760,1260
24,ɑ,770,1140
24,ɔ,500,800
24,ɔ,600,1000
24,ʊ,380,1060
24,ʊ,470,1220
24,u,324,800
24,u,290,800
24,ə,560,1350
24,ə,600,1470
25,i,250,2190
25,i,254,2085
25,ɪ,330,1967
25,ɪ,430,1940
25,ɛ,464,2100
25,ɛ,504,1995
25,æ,595,1900
25,æ,670,1860
25,ʌ,620,1200
25,ʌ,630,1127
25,ɑ,750,1160
25,ɑ,740,1155
25,ɔ,460,740
25,ɔ,494,789
25,ʊ,400,1020
25,ʊ,450,1028
25,u,392,1000
25,u,350,898
25,ə,547,1340
25,ə,512,1280
26,i,246,2185
26,i,267,2280
26,ɪ,420,2300
26,ɪ,384,2110
26,ɛ,480,1920
26,ɛ,551,1788
26,æ,628,1837
26,æ,622,1890
26,ʌ,628,1254
26,ʌ,617,1255
26,ɑ,690,1072
26,ɑ,630,1000
26,ɔ,510,700
26,ɔ,504,756
26,ʊ,465,990
26,ʊ,462,976
26,u,324,708
26,u,387,786
26,ə,488,1468
26,ə,472,1465
27,i,275,2060
27,i,270,2020
27,ɪ,349,2030
27,ɪ,340,1940
27,ɛ,444,1800
27,ɛ,380,1800
27,æ,688,1600
27,æ,660,1570
27,ʌ,565,1157
27,ʌ,550,1150
27,ɑ,712,1024
27,ɑ,670,1080
27,ɔ,550,913
27,ɔ,550,890
27,ʊ,360,1028
27,ʊ,390,1060
27,u,294,930
27,u,280,1000
27,ə,440,1250
27,ə,480,1160
28,i,320,2160
28,i,267,2230
28,ɪ,440,1750
28,ɪ,390,1780
28,ɛ,525,1800
28,ɛ,520,1750
28,æ,660,1600
28,æ,720,1680
28,ʌ,600,1250
28,ʌ,575,1170
28,ɑ,730,1160
28,ɑ,860,1280
28,ɔ,560,810
28,ɔ,584,840
28,ʊ,455,970
28,ʊ,456,1040
28,u,350,820
28,u,366,772
28,ə,450,1420
28,ə,472,1430
29,i,333,2305
29,i,326,2260
29,ɪ,375,2188
29,ɪ,400,2150
29,ɛ,500,1980
29,ɛ,480,1950
29,æ,640,1710
29,æ,615,1720
29,ʌ,583,1110
29,ʌ,608,1120
29,ɑ,777,1170
29,ɑ,750,1175
29,ɔ,630,891
29,ɔ,572,924
29,ʊ,438,975
29,ʊ,420,938
29,u,333,800
29,u,320,840
29,ə,480,1320
29,ə,483,1335
30,i,267,2300
30,i,220,2300
30,ɪ,431,2040
30,ɪ,360,2010
30,ɛ,565,1950
30,ɛ,540,2000
30,æ,600,2000
30,æ,590,1950
30,ʌ,630,1140
30,ʌ,630,1170
30,ɑ,730,1048
30,ɑ,730,1130
30,ɔ,600,900
30,ɔ,640,890
30,ʊ,448,960
30,ʊ,450,1000
30,u,333,835
30,u,280,750
30,ə,488,1300
30,ə,490,1380
31,i,312,2380
31,i,300,2350
31,ɪ,490,2000
31,ɪ,490,1960
31,ɛ,640,2000
31,ɛ,555,1870
31,æ,697,1610
31,æ,684,1634
31,ʌ,633,1260
31,ʌ,660,1213
31,ɑ,730,1203
31,ɑ,752,1125
31,ɔ,507,755
31,ɔ,538,816
31,ʊ,456,1040
31,ʊ,480,1120
31,u,344,960
31,u,350,1000
31,ə,539,1370
31,ə,549,1353
32,i,292,2500
32,i,266,2370
32,ɪ,372,2220
32,ɪ,350,2130
32,ɛ,574,1840
32,ɛ,563,1960
32,æ,650,1738
32,æ,663,1820
32,ʌ,600,1370
32,ʌ,625,1312
32,ɑ,735,1070
32,ɑ,713,1180
32,ɔ,625,875
32,ɔ,700,1000
32,ʊ,420,1100
32,ʊ,420,1120
32,u,350,980
32,u,320,918
32,ə,554,1480
32,ə,484,1505
33,i,286,2415
33,i,300,2415
33,ɪ,400,1980
33,ɪ,407,2095
33,ɛ,525,1988
33,ɛ,553,1935
33,æ,640,1773
33,æ,640,1840
33,ʌ,672,1272
33,ʌ,658,1241
33,ɑ,780,1170
33,ɑ,788,1115
33,ɔ,633,891
33,ɔ,600,935
33,ʊ,490,1102
33,ʊ,492,1077
33,u,320,960
33,u,320,960
33,ə,543,1310
33,ə,508,1309
34,i,370,2670
34,i,390,2760
34,ɪ,468,2330
34,ɪ,410,2380
34,ɛ,550,2200
34,ɛ,570,2100
34,æ,800,1980
34,æ,860,1920
34,ʌ,635,1200
34,ʌ,700,1200
34,ɑ,880,1240
34,ɑ,830,1200
34,ɔ,570,830
34,ɔ,700,1000
34,ʊ,410,940
34,ʊ,450,970
34,u,480,955
34,u,395,810
34,ə,500,1850
34,ə,560,1750
35,i,270,2760
35,i,290,2700
35,ɪ,460,2500
35,ɪ,410,2400
35,ɛ,620,2300
35,ɛ,630,2300
35,æ,820,2180
35,æ,740,2120
35,ʌ,800,1300
35,ʌ,760,1400
35,ɑ,850,1120
35,ɑ,880,1220
35,ɔ,460,900
35,ɔ,440,880
35,ʊ,500,1040
35,ʊ,490,1000
35,u,400,940
35,u,410,860
35,ə,440,1560
35,ə,420,1600
36,i,290,2700
36,i,280,2630
36,ɪ,420,2300
36,ɪ,420,2220
36,ɛ,640,2120
36,ɛ,700,2000
36,æ,1000,1830
36,æ,980,1800
36,ʌ,780,1410
36,ʌ,710,1450
36,ɑ,950,1280
36,ɑ,870,1260
36,ɔ,610,900
36,ɔ,630,840
36,ʊ,440,1050
36,ʊ,420,1050
36,u,380,860
36,u,330,750
36,ə,580,1450
36,ə,540,1560
37,i,294,2800
37,i,270,2880
37,ɪ,420,2430
37,ɪ,420,2370
37,ɛ,580,2180
37,ɛ,540,2160
37,æ,820,1970
37,æ,840,2000
37,ʌ,690,1200
37,ʌ,666,1206
37,ɑ,800,1200
37,ɑ,760,1140
37,ɔ,560,760
37,ɔ,560,770
37,ʊ,430,1075
37,ʊ,430,1000
37,u,330,840
37,u,280,850
37,ə,430,1800
37,ə,420,1740
38,i,350,2800
38,i,338,2870
38,ɪ,400,2540
38,ɪ,420,2680
38,ɛ,518,2470
38,ɛ,600,2400
38,æ,773,2000
38,æ,875,2100
38,ʌ,733,1468
38,ʌ,740,1280
38,ɑ,730,1210
38,ɑ,735,1220
38,ɔ,560,960
38,ɔ,536,850
38,ʊ,424,1040
38,ʊ,520,1060
38,u,380,770
38,u,340,750
38,ə,490,2120
38,ə,493,1930
39,i,325,2700
39,i,310,2750
39,ɪ,350,2580
39,ɪ,390,2700
39,ɛ,560,2330
39,ɛ,520,2500
39,æ,806,1970
39,æ,825,1860
39,ʌ,708,1485
39,ʌ,676,1500
39,ɑ,800,1200
39,ɑ,714,1154
39,ɔ,530,800
39,ɔ,485,810
39,ʊ,450,1460
39,ʊ,467,1400
39,u,450,1080
39,u,400,1000
39,ə,524,1700
39,ə,507,1800
40,i,300,3100
40,i,300,3100
40,ɪ,428,2570
40,ɪ,440,2640
40,ɛ,528,2540
40,ɛ,504,2520
40,æ,940,2250
40,æ,820,2200
40,ʌ,816,1450
40,ʌ,858,1500
40,ɑ,960,1280
40,ɑ,1040,1300
40,ɔ,520,880
40,ɔ,574,890
40,ʊ,466,1330
40,ʊ,466,1165
40,u,300,850
40,u,350,840
40,ə,432,1790
40,ə,360,1900
41,i,337,2700
41,i,340,2720
41,ɪ,474,2370
41,ɪ,475,2400
41,ɛ,526,2360
41,ɛ,580,2360
41,æ,690,2185
41,æ,660,2200
41,ʌ,675,1551
41,ʌ,690,1630
41,ɑ,845,1334
41,ɑ,888,1290
41,ɔ,631,923
41,ɔ,543,980
41,ʊ,537,1360
41,ʊ,480,1345
41,u,400,1180
41,u,396,1120
41,ə,450,1640
41,ə,489,1630
42,i,225,2760
42,i,230,2850
42,ɪ,429,2560
42,ɪ,430,2575
42,ɛ,579,2570
42,ɛ,536,2570
42,æ,823,2220
42,æ,800,2100
42,ʌ,750,1500
42,ʌ,738,1300
42,ɑ,840,1300
42,ɑ,990,1340
42,ɔ,579,856
42,ɔ,545,905
42,ʊ,490,1220
42,ʊ,513,1500
42,u,400,1250
42,u,405,1080
42,ə,466,1860
42,ə,540,1780
43,i,290,3000
43,i,325,2900
43,ɪ,500,2370
43,ɪ,476,2380
43,ɛ,760,2380
43,ɛ,746,2290
43,æ,1008,1990
43,æ,1040,2000
43,ʌ,830,1540
43,ʌ,900,1510
43,ɑ,970,1343
43,ɑ,592,1230
43,ɔ,650,900
43,ɔ,687,1060
43,ʊ,512,1211
43,ʊ,467,1167
43,u,450,875
43,u,420,935
43,ə,622,1750
43,ə,652,1710
44,i,275,2800
44,i,245,2800
44,ɪ,534,2500
44,ɪ,528,2640
44,ɛ,700,2380
44,ɛ,750,2480
44,æ,1020,1900
44,æ,1005,2050
44,ʌ,750,1500
44,ʌ,850,1400
44,ɑ,978,1290
44,ɑ,935,1230
44,ɔ,500,750
44,ɔ,632,850
44,ʊ,350,1170
44,ʊ,450,1000
44,u,358,640
44,u,300,750
44,ə,520,1560
44,ə,500,1500
45,i,236,2790
45,i,242,2770
45,ɪ,444,2555
45,ɪ,420,2700
45,ɛ,634,2325
45,ɛ,608,2475
45,æ,1010,2060
45,æ,980,2160
45,ʌ,818,1450
45,ʌ,750,1280
45,ɑ,820,1200
45,ɑ,900,1120
45,ɔ,440,749
45,ɔ,567,752
45,ʊ,460,1045
45,ʊ,480,1105
45,u,420,1000
45,u,350,1100
45,ə,487,1500
45,ə,467,1420
46,i,360,2920
46,i,340,2840
46,ɪ,514,2570
46,ɪ,500,2680
46,ɛ,650,2495
46,ɛ,650,2380
46,æ,1020,2030
46,æ,1000,2200
46,ʌ,788,1462
46,ʌ,736,1500
46,ɑ,987,1330
46,ɑ,1009,1415
46,ɔ,672,1084
46,ɔ,627,1045
46,ʊ,500,1200
46,ʊ,460,1150
46,u,420,990
46,u,380,893
46,ə,610,1630
46,ə,585,1700
47,i,285,2900
47,i,310,2900
47,ɪ,480,2670
47,ɪ,440,2620
47,ɛ,550,2370
47,ɛ,520,2340
47,æ,790,2180
47,æ,840,2160
47,ʌ,840,1400
47,ʌ,760,1330
47,ɑ,900,1290
47,ɑ,900,1240
47,ɔ,700,1050
47,ɔ,720,1080
47,ʊ,540,1200
47,ʊ,570,1200
47,u,400,980
47,u,440,990
47,ə,570,2000
47,ə,510,1850
48,i,340,2750
48,i,360,2760
48,ɪ,480,2390
48,ɪ,520,2450
48,ɛ,620,2520
48,ɛ,620,2440
48,æ,1110,2160
48,æ,1070,1960
48,ʌ,820,1240
48,ʌ,860,1300
48,ɑ,840,1110
48,ɑ,850,1120
48,ɔ,500,700
48,ɔ,380,720
48,ʊ,400,940
48,ʊ,380,860
48,u,330,760
48,u,350,710
48,ə,550,1780
48,ə,600,1750
49,i,320,2360
49,i,304,2380
49,ɪ,444,2220
49,ɪ,420,2090
49,ɛ,500,2350
49,ɛ,600,2200
49,æ,845,1700
49,æ,860,1724
49,ʌ,720,1440
49,ʌ,707,1470
49,ɑ,700,1080
49,ɑ,767,1150
49,ɔ,600,860
49,ɔ,600,900
49,ʊ,546,1090
49,ʊ,462,1240
49,u,360,930
49,u,440,1100
49,ə,540,1400
49,ə,460,1350
50,i,406,2600
50,i,400,2600
50,ɪ,460,2300
50,ɪ,420,2305
50,ɛ,570,2100
50,ɛ,538,2175
50,æ,850,1853
50,æ,830,1800
50,ʌ,720,1500
50,ʌ,800,1400
50,ɑ,915,1280
50,ɑ,723,1196
50,ɔ,575,1073
50,ɔ,600,1100
50,ʊ,520,1210
50,ʊ,468,1275
50,u,370,1000
50,u,330,970
50,ə,560,1600
50,ə,514,1540
51,i,380,2880
51,i,380,2820
51,ɪ,514,2600
51,ɪ,473,2660
51,ɛ,567,2460
51,ɛ,521,2460
51,æ,808,2070
51,æ,678,2420
51,ʌ,800,1340
51,ʌ,772,1280
51,ɑ,843,1190
51,ɑ,740,1160
51,ɔ,623,1022
51,ɔ,594,990
51,ʊ,480,960
51,ʊ,484,900
51,u,370,933
51,u,325,750
51,ə,450,1680
51,ə,466,1630
52,i,320,2750
52,i,356,2755
52,ɪ,388,2622
52,ɪ,426,2460
52,ɛ,592,2242
52,ɛ,535,2290
52,æ,750,2060
52,æ,650,2110
52,ʌ,618,1518
52,ʌ,624,1430
52,ɑ,766,1180
52,ɑ,750,1065
52,ɔ,595,918
52,ɔ,630,985
52,ʊ,420,1200
52,ʊ,460,1260
52,u,375,1124
52,u,375,1143
52,ə,504,1565
52,ə,513,1578
53,i,357,2800
53,i,340,2860
53,ɪ,480,2600
53,ɪ,465,2598
53,ɛ,700,2350
53,ɛ,737,2325
53,æ,960,2100
53,æ,1030,2200
53,ʌ,920,1512
53,ʌ,910,1688
53,ɑ,990,1237
53,ɑ,987,1172
53,ɔ,587,1068
53,ɔ,560,990
53,ʊ,520,1350
53,ʊ,510,1415
53,u,420,1045
53,u,390,960
53,ə,460,1860
53,ə,504,1820
54,i,240,2760
54,i,220,2850
54,ɪ,319,2500
54,ɪ,324,2500
54,ɛ,616,2380
54,ɛ,615,2300
54,æ,710,2120
54,æ,690,2250
54,ʌ,800,1520
54,ʌ,780,1470
54,ɑ,995,1392
54,ɑ,1000,1400
54,ɔ,656,944
54,ɔ,720,960
54,ʊ,335,1049
54,ʊ,420,1009
54,u,329,877
54,u,340,900
54,ə,400,1380
54,ə,400,1240
55,i,286,2800
55,i,289,2800
55,ɪ,383,2420
55,ɪ,384,2400
55,ɛ,418,2430
55,ɛ,460,2300
55,æ,861,2100
55,æ,896,2040
55,ʌ,654,1160
55,ʌ,690,1195
55,ɑ,860,1103
55,ɑ,806,1060
55,ɔ,606,910
55,ɔ,583,860
55,ʊ,340,900
55,ʊ,470,1100
55,u,308,1025
55,u,329,1151
55,ə,533,1425
55,ə,535,1412
56,i,307,2670
56,i,340,2700
56,ɪ,417,2300
56,ɪ,410,2200
56,ɛ,644,2250
56,ɛ,670,2300
56,æ,784,1800
56,æ,820,1750
56,ʌ,765,1300
56,ʌ,730,1390
56,ɑ,834,1282
56,ɑ,850,1270
56,ɔ,688,1029
56,ɔ,670,1040
56,ʊ,427,1506
56,ʊ,460,1370
56,u,378,1416
56,u,380,1430
56,ə,460,1200
56,ə,410,1580
57,i,384,2860
57,i,375,3000
57,ɪ,460,2665
57,ɪ,467,2680
57,ɛ,640,2400
57,ɛ,630,2530
57,æ,700,2560
57,æ,675,2510
57,ʌ,768,1440
57,ʌ,794,1447
57,ɑ,978,1362
57,ɑ,933,1350
57,ɔ,700,1080
57,ɔ,720,1090
57,ʊ,500,1215
57,ʊ,500,1240
57,u,470,1000
57,u,378,950
57,ə,480,1410
57,ə,493,1580
58,i,320,2900
58,i,290,2750
58,ɪ,460,2380
58,ɪ,480,2260
58,ɛ,640,2220
58,ɛ,670,2250
58,æ,950,1970
58,æ,980,1950
58,ʌ,750,1280
58,ʌ,770,1340
58,ɑ,950,1130
58,ɑ,850,1150
58,ɔ,530,870
58,ɔ,600,900
58,ʊ,600,1225
58,ʊ,630,1320
58,u,440,1290
58,u,460,1080
58,ə,600,1500
58,ə,610,1520
59,i,280,2690
59,i,280,2740
59,ɪ,470,2500
59,ɪ,440,2480
59,ɛ,730,2300
59,ɛ,750,2340
59,æ,860,2070
59,æ,890,1920
59,ʌ,770,1540
59,ʌ,800,1410
59,ɑ,790,1250
59,ɑ,820,1210
59,ɔ,408,695
59,ɔ,420,590
59,ʊ,500,1230
59,ʊ,480,1230
59,u,419,1050
59,u,390,1060
59,ə,420,1720
59,ə,510,1680
60,i,270,2820
60,i,250,2880
60,ɪ,370,2530
60,ɪ,400,2600
60,ɛ,640,2360
60,ɛ,650,2430
60,æ,900,2090
60,æ,860,2160
60,ʌ,750,1540
60,ʌ,770,1530
60,ɑ,920,1350
60,ɑ,920,1470
60,ɔ,720,1110
60,ɔ,700,1100
60,ʊ,470,1200
60,ʊ,470,1190
60,u,380,980
60,u,340,920
60,ə,530,1670
60,ə,500,1720
61,i,310,2740
61,i,262,2680
61,ɪ,450,2310
61,ɪ,472,2270
61,ɛ,640,1980
61,ɛ,700,2110
61,æ,810,1860
61,æ,890,1800
61,ʌ,710,1340
61,ʌ,740,1470
61,ɑ,830,1020
61,ɑ,830,1095
61,ɔ,600,850
61,ɔ,455,810
61,ʊ,400,1070
61,ʊ,450,1050
61,u,290,670
61,u,330,630
61,ə,500,1630
61,ə,490,1580
62,i,460,3300
62,i,400,3400
62,ɪ,600,2550
62,ɪ,610,2500
62,ɛ,600,2750
62,ɛ,760,2500
62,æ,1000,2300
62,æ,800,2500
62,ʌ,1000,1750
62,ʌ,1110,1690
62,ɑ,1220,1560
62,ɑ,1300,1800
62,ɔ,660,1100
62,ɔ,690,1090
62,ʊ,620,1420
62,ʊ,620,1410
62,u,440,900
62,u,400,650
62,ə,610,2300
62,ə,450,2150
63,i,320,3500
63,i,350,3400
63,ɪ,640,3200
63,ɪ,650,3000
63,ɛ,850,2900
63,ɛ,700,3120
63,æ,1130,2560
63,æ,1140,2000
63,ʌ,1130,1740
63,ʌ,1000,1800
63,ɑ,1170,1500
63,ɑ,980,1300
63,ɔ,530,1060
63,ɔ,540,1080
63,ʊ,560,1440
63,ʊ,570,1450
63,u,350,1280
63,u,340,1160
63,ə,560,1740
63,ə,600,1800
64,i,380,3140
64,i,310,3350
64,ɪ,580,2760
64,ɪ,500,2660
64,ɛ,780,2450
64,ɛ,672,2550
64,æ,660,2900
64,æ,760,2850
64,ʌ,880,1500
64,ʌ,850,1700
64,ɑ,940,1380
64,ɑ,1200,1500
64,ɔ,750,1250
64,ɔ,675,950
64,ʊ,610,1500
64,ʊ,500,1370
64,u,300,1280
64,u,400,1300
64,ə,500,1540
64,ə,580,1620
65,i,410,3200
65,i,420,3400
65,ɪ,580,2900
65,ɪ,560,2840
65,ɛ,810,2640
65,ɛ,780,2720
65,æ,1080,2480
65,æ,1050,2420
65,ʌ,970,1600
